n-gram,PMI
a transgender person,7.4545908372371485
transgender people from,7.435964848032839
transgender individuals to,7.357224864101596
a transgender boy,7.35296314167978
transgender athletes in,7.321808558306522
transgender people who,7.289611001191169
to be transgender,7.27886663316653
s transgender policy,7.264986015250109
transgender activists and,7.231452208500215
the first transgender,7.216713634535608
s first transgender,7.201235884721747
of transgender activists,7.195102102984087
general the transgender,7.190338219111304
of transgender people,7.131199877675037
that transgender students,7.125282834500638
transgender men are,7.124174922328436
a transgender girl,7.10756098177287
the transgender debate,7.050407957966833
be transgender women,6.969027391180163
equal the transgender,6.87132760760624
on transgender issues,6.8603630241240126
transgender ideology and,6.856062309330298
of transgender ideology,6.838821026761877
rights of transgender,6.814207828419363
of transgender athletes,6.774115337374056
transgender women are,6.759028440624434
transgender students to,6.714811950729747
transgender people in,6.71451700833822
transgender men and,6.69427242538567
transgender members of,6.641477568795942
transgender or gender,6.6047298148401055
a transgender child,6.512335955876324
the transgender claim,6.422448051750202
show the transgender,6.390636869597138
that transgender people,6.205732666920653
the transgender issue,6.198951349416014
transgender ideology the,6.12259361247547
the transgender activists,6.119471888391665
of transgender men,6.1187635087615035
the transgender bathroom,6.1161372772698925
who are transgender,6.0604186601810355
to support transgender,6.0283304666541255
she is transgender,5.949747188967805
that transgender men,5.915762322478216
parents of transgender,5.912955308686811
transgender people to,5.8566623278139005
as transgender at,5.809405990962553
transgender people and,5.703602883431373
of transgender children,5.608815421315548
as transgender or,5.556989805638864
transgender and gender,5.506459256000085
the transgender student,5.482518970604616
as a transgender,5.291253381019601
a transgender female,5.128604525775437
ideology the transgender,5.12259361247547
about the transgender,5.096362070902295
who is transgender,5.008246676871394
to transgender people,4.994165851563835
transgender children and,4.967093621719037
that transgender women,4.953680698386982
the transgender policy,4.593403076724073
of transgender women,4.54211292186379
against the transgender,4.512844432636292
are transgender to,4.463971254520885
transgender women to,4.4501004102246
as transgender in,4.426576497470187
be a transgender,4.408965749339096
by a transgender,4.374017241080722
and transgender people,4.3050535069411
be transgender and,4.276871333259436
of the transgender,4.232779506910099
transgender women and,3.9378658276859397
is a transgender,3.8927491928671927
transgender people the,3.733641568195246
from the transgender,3.699197740746669
with a transgender,3.6321313487583
as transgender and,3.5741964642187796
be transgender to,3.287911772769533
of a transgender,3.2118820330230236
for the transgender,3.156954691014384
with the transgender,3.147048513066288
for transgender and,3.1220936227936633
for a transgender,3.031795617536872
transgender women the,2.932800711493904
on the transgender,2.7924972360588924
by the transgender,2.7149050056136588
of transgender and,2.4475194014438557
that the transgender,2.427993778578184
to the transgender,2.2309265329164774
transgender to a,2.059963769825842
as transgender the,1.877253643389075
in the transgender,1.275549725046524
transgender in the,1.1686345211300093
and the transgender,0.2787797824599423
